_id,title,content,category,image,createdAt,updatedAt,__v
68f7bd120ce3250c6210a8e3,Việt Nam - EU thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""color: rgb(34, 34, 34); background-color: rgb(252, 250, 246);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T18:57:23.669Z,0
68f7ca5377fb0d4ad8ad04b1,Việt Nam - Phần Lan thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""color: rgb(34, 34, 34); background-color: rgb(252, 250, 246);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761067175595.webp,2025-10-21T17:04:18.918Z,2025-10-21T17:19:35.599Z,0
68f7ca5477fb0d4ad8ad04b2,Việt Nam - Phần Lan thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""background-color: rgb(252, 250, 246); color: rgb(34, 34, 34);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T17:54:22.935Z,0
68f7ca5677fb0d4ad8ad04b3,Việt Nam - Phần Lan thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""background-color: rgb(252, 250, 246); color: rgb(34, 34, 34);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T17:54:22.935Z,0
68f7ca5777fb0d4ad8ad04b4,Việt Nam - Phần Lan thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""background-color: rgb(252, 250, 246); color: rgb(34, 34, 34);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T17:54:22.935Z,0
68f7ca5977fb0d4ad8ad04b5,Việt Nam - Phần Lan thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""background-color: rgb(252, 250, 246); color: rgb(34, 34, 34);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T17:54:22.935Z,0
68f7ca5a77fb0d4ad8ad04b6,Việt Nam - Phần Lan thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""background-color: rgb(252, 250, 246); color: rgb(34, 34, 34);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T17:54:22.935Z,0
68fa56100a32b5d69ffa050c,Việt Nam - EU thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""color: rgb(34, 34, 34); background-color: rgb(252, 250, 246);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T18:57:23.669Z,0
68fa56110a32b5d69ffa050d,Việt Nam - EU thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""color: rgb(34, 34, 34); background-color: rgb(252, 250, 246);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T18:57:23.669Z,0
68fa56130a32b5d69ffa050e,Việt Nam - EU thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""color: rgb(34, 34, 34); background-color: rgb(252, 250, 246);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T18:57:23.669Z,0
68fa56140a32b5d69ffa050f,Việt Nam - EU thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""color: rgb(34, 34, 34); background-color: rgb(252, 250, 246);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T18:57:23.669Z,0
68fa56160a32b5d69ffa0510,Việt Nam - EU thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""color: rgb(34, 34, 34); background-color: rgb(252, 250, 246);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T18:57:23.669Z,0
68fa56420a32b5d69ffa0511,Việt Nam - EU thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""color: rgb(34, 34, 34); background-color: rgb(252, 250, 246);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T18:57:23.669Z,0
68fa56440a32b5d69ffa0512,Việt Nam - EU thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""color: rgb(34, 34, 34); background-color: rgb(252, 250, 246);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T18:57:23.669Z,0
68fa56450a32b5d69ffa0513,Việt Nam - EU thiết lập quan hệ Đối tác Chiến lược,"<p>Việt Nam và Phần Lan thiết lập quan hệ Đối tác Chiến lược, trong chuyến thăm chính thức của Tổng Bí thư Tô Lâm.</p><p>Trong cuộc hội đàm với Tổng thống Phần Lan Alexander Stubb sáng 21/10, Tổng Bí thư Tô Lâm khẳng định Việt Nam luôn coi trọng quan hệ hữu nghị truyền thống với Phần Lan; ghi nhớ sự hỗ trợ của Phần Lan trong công cuộc tái thiết, phát triển đất nước và bày tỏ mong muốn Phần Lan tiếp tục là đối tác, là bạn đồng hành tin cậy trong kỷ nguyên phát triển mới của Việt Nam.</p><p>Theo Tổng thống Stubb, chuyến thăm của Tổng Bí thư Tô Lâm là dấu mốc quan trọng trong lịch sử quan hệ hai nước. Phần Lan luôn coi trọng phát triển quan hệ với Việt Nam, đối tác thương mại quan trọng nhất của Phần Lan ở khu vực Đông Nam Á.</p><p>Hai nước ra Tuyên bố chung về nâng cấp quan hệ ngoại giao lên Đối tác Chiến lược, khẳng định các nguyên tắc, đề ra những định hướng lớn để đẩy mạnh và tăng cường hợp tác.</p><p><img src=""http://localhost:5000/uploads/image-1761066245970.webp""></p><p><br></p><p><span style=""color: rgb(34, 34, 34); background-color: rgb(252, 250, 246);"">Tổng Bí thư Tô Lâm và Tổng thống Stubb chứng kiến lễ ký kết loạt văn kiện hợp tác trong lĩnh vực môi trường, đa dạng sinh học, biến đổi khí hậu, hỗ trợ và thúc đẩy công tác chuẩn bị và triển khai các dự án được tài trợ theo Chương trình đầu tư công của Phần Lan.</span></p><p><img src=""http://localhost:5000/uploads/image-1761066304893.webp""></p>",news,article-1761069262932.jpg,2025-10-21T17:04:18.918Z,2025-10-21T18:57:23.669Z,0
